in s,C1 in V,C3 in V
2.432E-07,-5.81055E-03,-1.65527E-02
2.434E-07,-7.76367E-03,-1.85059E-02
2.436E-07,-8.25195E-03,-1.85059E-02
2.438E-07,-7.76367E-03,-2.04590E-02
2.440E-07,-1.02051E-02,-2.04590E-02
2.442E-07,-1.02051E-02,-1.94824E-02
2.444E-07,-7.27539E-03,-1.80176E-02
2.446E-07,3.46680E-03,-1.02051E-02
2.448E-07,1.37207E-02,-4.39453E-04
2.450E-07,1.03027E-02,1.51367E-03
2.452E-07,-2.39258E-03,-3.85742E-03
2.454E-07,-9.71680E-03,-9.22852E-03
2.456E-07,-6.78711E-03,-6.29883E-03
2.458E-07,-2.39258E-03,1.02539E-03
2.460E-07,3.95508E-03,2.97852E-03
2.462E-07,4.44336E-03,1.51367E-03
2.464E-07,5.90820E-03,2.49023E-03
2.466E-07,7.86133E-03,6.88477E-03
2.468E-07,1.37207E-02,1.17676E-02
2.470E-07,1.76270E-02,1.27441E-02
2.472E-07,1.81152E-02,1.42090E-02
2.474E-07,2.00684E-02,1.66504E-02
2.476E-07,2.10449E-02,1.81152E-02
2.478E-07,2.05566E-02,1.61621E-02
2.480E-07,1.76270E-02,1.32324E-02
2.482E-07,1.71387E-02,1.46973E-02
2.484E-07,2.00684E-02,2.10449E-02
2.486E-07,2.20215E-02,2.39746E-02
2.488E-07,2.34863E-02,2.39746E-02
2.490E-07,2.64160E-02,2.44629E-02
2.492E-07,2.73926E-02,2.25098E-02
2.494E-07,2.54395E-02,2.10449E-02
2.496E-07,2.25098E-02,2.05566E-02
2.498E-07,2.00684E-02,2.20215E-02
2.500E-07,1.86035E-02,2.00684E-02
2.502E-07,1.71387E-02,1.71387E-02
2.504E-07,1.56738E-02,1.37207E-02
2.506E-07,1.51855E-02,1.22559E-02
2.508E-07,1.42090E-02,9.32617E-03
2.510E-07,1.27441E-02,7.37305E-03
2.512E-07,1.03027E-02,6.88477E-03
2.514E-07,9.81445E-03,6.39648E-03
2.516E-07,9.81445E-03,6.88477E-03
2.518E-07,1.17676E-02,5.90820E-03
2.520E-07,1.12793E-02,5.41992E-03
2.522E-07,9.81445E-03,4.44336E-03
2.524E-07,9.32617E-03,3.95508E-03
2.526E-07,1.03027E-02,4.93164E-03
2.528E-07,8.34961E-03,3.46680E-03
2.530E-07,7.86133E-03,4.88281E-05
2.532E-07,6.88477E-03,-3.36914E-03
2.534E-07,4.44336E-03,-6.29883E-03
2.536E-07,2.49023E-03,-5.81055E-03
2.538E-07,2.49023E-03,-2.88086E-03
2.540E-07,3.46680E-03,-2.88086E-03
2.542E-07,1.51367E-03,-4.83398E-03
2.544E-07,-1.41602E-03,-8.74023E-03
2.546E-07,-4.83398E-03,-9.71680E-03
2.548E-07,-9.71680E-03,-1.16699E-02
2.550E-07,-1.85059E-02,-1.60645E-02
2.552E-07,-1.60645E-02,-1.75293E-02
2.554E-07,-3.36914E-03,-1.06934E-02
2.556E-07,1.27441E-02,4.88281E-05
2.558E-07,1.76270E-02,6.88477E-03
2.560E-07,1.22559E-02,4.93164E-03
2.562E-07,-9.27734E-04,4.88281E-05
2.564E-07,-4.83398E-03,-3.36914E-03
2.566E-07,-1.41602E-03,-9.27734E-04
2.568E-07,4.93164E-03,1.02539E-03
2.570E-07,6.88477E-03,2.00195E-03
2.572E-07,7.86133E-03,2.00195E-03
2.574E-07,7.86133E-03,2.49023E-03
2.576E-07,1.03027E-02,4.44336E-03
2.578E-07,1.27441E-02,7.86133E-03
2.580E-07,1.76270E-02,1.12793E-02
2.582E-07,2.00684E-02,1.46973E-02
2.584E-07,2.00684E-02,1.71387E-02
2.586E-07,1.61621E-02,1.71387E-02
2.588E-07,1.46973E-02,1.37207E-02
2.590E-07,1.46973E-02,1.17676E-02
2.592E-07,1.71387E-02,1.27441E-02
2.594E-07,2.10449E-02,1.51855E-02
2.596E-07,2.29980E-02,1.76270E-02
2.598E-07,2.34863E-02,1.71387E-02
2.600E-07,2.25098E-02,1.66504E-02
2.602E-07,2.15332E-02,1.76270E-02
2.604E-07,2.00684E-02,1.71387E-02
2.606E-07,1.76270E-02,1.61621E-02
2.608E-07,1.56738E-02,1.37207E-02
2.610E-07,1.71387E-02,1.42090E-02
2.612E-07,1.66504E-02,1.46973E-02
2.614E-07,1.61621E-02,1.42090E-02
2.616E-07,1.42090E-02,1.32324E-02
2.618E-07,1.17676E-02,1.27441E-02
2.620E-07,1.07910E-02,1.12793E-02
2.622E-07,1.12793E-02,9.81445E-03
2.624E-07,1.07910E-02,8.83789E-03
2.626E-07,9.81445E-03,7.86133E-03
2.628E-07,9.32617E-03,5.41992E-03
2.630E-07,7.37305E-03,3.46680E-03
2.632E-07,4.93164E-03,4.44336E-03
2.634E-07,6.88477E-03,8.34961E-03
2.636E-07,1.03027E-02,7.86133E-03
2.638E-07,1.03027E-02,5.90820E-03
2.640E-07,6.88477E-03,3.46680E-03
2.642E-07,5.90820E-03,1.02539E-03
2.644E-07,6.39648E-03,1.02539E-03
2.646E-07,1.03027E-02,4.88281E-05
2.648E-07,9.32617E-03,-4.39453E-04
2.650E-07,4.93164E-03,-1.90430E-03
2.652E-07,7.37305E-03,-9.27734E-04
2.654E-07,1.46973E-02,7.37305E-03
2.656E-07,2.25098E-02,1.76270E-02
2.658E-07,2.05566E-02,2.10449E-02
2.660E-07,1.12793E-02,1.37207E-02
2.662E-07,1.02539E-03,3.46680E-03
2.664E-07,-3.36914E-03,5.37109E-04
2.666E-07,-9.27734E-04,2.00195E-03
2.668E-07,2.00195E-03,2.49023E-03
2.670E-07,2.49023E-03,5.37109E-04
2.672E-07,3.95508E-03,5.37109E-04
2.674E-07,5.90820E-03,6.39648E-03
2.676E-07,8.83789E-03,1.17676E-02
2.678E-07,1.07910E-02,1.22559E-02
2.680E-07,1.32324E-02,1.12793E-02
2.682E-07,1.46973E-02,1.17676E-02
2.684E-07,1.61621E-02,1.12793E-02
2.686E-07,1.51855E-02,1.03027E-02
2.688E-07,1.37207E-02,8.34961E-03
2.690E-07,1.22559E-02,6.39648E-03
2.692E-07,1.17676E-02,4.44336E-03
2.694E-07,1.27441E-02,6.88477E-03
2.696E-07,1.51855E-02,1.07910E-02
2.698E-07,1.51855E-02,1.56738E-02
2.700E-07,1.37207E-02,1.76270E-02
2.702E-07,1.17676E-02,1.61621E-02
2.704E-07,1.37207E-02,1.37207E-02
2.706E-07,1.37207E-02,1.27441E-02
2.708E-07,1.27441E-02,1.22559E-02
2.710E-07,1.12793E-02,1.03027E-02
2.712E-07,1.12793E-02,7.86133E-03
2.714E-07,1.37207E-02,5.90820E-03
2.716E-07,1.66504E-02,7.37305E-03
2.718E-07,1.71387E-02,1.17676E-02
2.720E-07,1.66504E-02,1.42090E-02
2.722E-07,1.32324E-02,1.32324E-02
2.724E-07,1.07910E-02,1.12793E-02
2.726E-07,1.07910E-02,1.22559E-02
2.728E-07,1.22559E-02,1.17676E-02
2.730E-07,1.17676E-02,1.17676E-02
2.732E-07,1.07910E-02,8.83789E-03
2.734E-07,8.83789E-03,7.86133E-03
2.736E-07,9.81445E-03,6.88477E-03
2.738E-07,1.12793E-02,6.88477E-03
2.740E-07,1.22559E-02,4.93164E-03
2.742E-07,9.81445E-03,5.90820E-03
2.744E-07,8.83789E-03,6.88477E-03
2.746E-07,9.32617E-03,8.34961E-03
2.748E-07,9.81445E-03,8.34961E-03
2.750E-07,1.07910E-02,8.34961E-03
2.752E-07,9.81445E-03,7.86133E-03
2.754E-07,7.37305E-03,8.83789E-03
2.756E-07,3.95508E-03,5.90820E-03
2.758E-07,-2.39258E-03,-1.90430E-03
2.760E-07,-1.90430E-03,-7.27539E-03
2.762E-07,8.83789E-03,-3.36914E-03
2.764E-07,2.15332E-02,9.81445E-03
2.766E-07,2.78809E-02,1.95801E-02
2.768E-07,2.44629E-02,1.76270E-02
2.770E-07,1.61621E-02,1.27441E-02
2.772E-07,9.81445E-03,8.34961E-03
2.774E-07,8.83789E-03,8.34961E-03
2.776E-07,9.81445E-03,1.03027E-02
2.778E-07,9.32617E-03,1.27441E-02
2.780E-07,9.81445E-03,1.12793E-02
2.782E-07,1.12793E-02,1.37207E-02
2.784E-07,1.27441E-02,1.51855E-02
2.786E-07,1.17676E-02,1.42090E-02
2.788E-07,1.22559E-02,1.46973E-02
2.790E-07,1.42090E-02,1.37207E-02
2.792E-07,1.37207E-02,1.17676E-02
2.794E-07,1.17676E-02,8.34961E-03
2.796E-07,9.32617E-03,5.90820E-03
2.798E-07,9.81445E-03,6.39648E-03
2.800E-07,1.07910E-02,8.34961E-03
2.802E-07,1.27441E-02,1.27441E-02
2.804E-07,1.42090E-02,1.37207E-02
2.806E-07,1.17676E-02,1.51855E-02
2.808E-07,1.17676E-02,1.51855E-02
2.810E-07,1.32324E-02,1.81152E-02
2.812E-07,1.51855E-02,1.61621E-02
2.814E-07,1.37207E-02,1.51855E-02
2.816E-07,1.32324E-02,1.37207E-02
2.818E-07,1.32324E-02,1.12793E-02
2.820E-07,1.51855E-02,8.83789E-03
2.822E-07,1.71387E-02,8.83789E-03
2.824E-07,1.61621E-02,1.22559E-02
2.826E-07,1.42090E-02,1.37207E-02
2.828E-07,1.22559E-02,1.27441E-02
2.830E-07,9.81445E-03,1.07910E-02
2.832E-07,9.81445E-03,1.07910E-02
2.834E-07,1.07910E-02,8.83789E-03
2.836E-07,1.03027E-02,6.88477E-03
2.838E-07,9.32617E-03,5.41992E-03
2.840E-07,9.32617E-03,9.32617E-03
2.842E-07,1.17676E-02,1.22559E-02
2.844E-07,1.32324E-02,1.03027E-02
2.846E-07,1.32324E-02,7.37305E-03
2.848E-07,1.27441E-02,6.39648E-03
2.850E-07,1.12793E-02,6.88477E-03
2.852E-07,1.07910E-02,9.32617E-03
2.854E-07,1.03027E-02,8.83789E-03
2.856E-07,8.34961E-03,6.39648E-03
2.858E-07,7.37305E-03,5.41992E-03
2.860E-07,8.83789E-03,5.90820E-03
2.862E-07,1.37207E-02,1.12793E-02
2.864E-07,2.25098E-02,1.86035E-02
2.866E-07,2.39746E-02,2.10449E-02
2.868E-07,1.61621E-02,1.32324E-02
2.870E-07,5.41992E-03,3.95508E-03
2.872E-07,5.37109E-04,4.88281E-05
2.874E-07,4.88281E-05,1.51367E-03
2.876E-07,2.49023E-03,4.44336E-03
2.878E-07,4.93164E-03,3.95508E-03
2.880E-07,2.97852E-03,1.51367E-03
2.882E-07,3.95508E-03,1.51367E-03
2.884E-07,8.83789E-03,4.44336E-03
2.886E-07,1.27441E-02,5.90820E-03
2.888E-07,1.61621E-02,7.86133E-03
2.890E-07,1.81152E-02,8.83789E-03
2.892E-07,1.71387E-02,1.17676E-02
2.894E-07,1.32324E-02,1.12793E-02
2.896E-07,1.03027E-02,1.03027E-02
2.898E-07,7.37305E-03,7.86133E-03
2.900E-07,5.41992E-03,4.93164E-03
2.902E-07,6.39648E-03,4.93164E-03
2.904E-07,1.03027E-02,8.34961E-03
2.906E-07,1.22559E-02,1.22559E-02
2.908E-07,1.37207E-02,1.27441E-02
2.910E-07,1.37207E-02,1.22559E-02
2.912E-07,1.32324E-02,1.22559E-02
2.914E-07,1.37207E-02,1.27441E-02
2.916E-07,1.17676E-02,1.07910E-02
2.918E-07,8.34961E-03,8.83789E-03
2.920E-07,7.37305E-03,6.88477E-03
2.922E-07,1.27441E-02,6.88477E-03
2.924E-07,1.61621E-02,7.86133E-03
2.926E-07,1.66504E-02,9.32617E-03
2.928E-07,1.71387E-02,1.22559E-02
2.930E-07,1.66504E-02,1.56738E-02
2.932E-07,1.66504E-02,1.42090E-02
2.934E-07,1.42090E-02,1.37207E-02
2.936E-07,1.22559E-02,1.17676E-02
2.938E-07,1.03027E-02,1.03027E-02
2.940E-07,8.34961E-03,6.88477E-03
2.942E-07,7.37305E-03,4.93164E-03
2.944E-07,7.86133E-03,5.41992E-03
2.946E-07,7.86133E-03,8.83789E-03
2.948E-07,8.83789E-03,6.88477E-03
2.950E-07,8.34961E-03,4.93164E-03
2.952E-07,7.86133E-03,4.44336E-03
2.954E-07,8.34961E-03,3.95508E-03
2.956E-07,9.81445E-03,5.41992E-03
2.958E-07,1.03027E-02,5.41992E-03
2.960E-07,1.03027E-02,4.93164E-03
2.962E-07,8.83789E-03,4.44336E-03
2.964E-07,6.88477E-03,4.44336E-03
2.966E-07,5.37109E-04,-4.39453E-04
2.968E-07,1.51367E-03,-1.90430E-03
2.970E-07,1.07910E-02,2.97852E-03
2.972E-07,2.29980E-02,1.42090E-02
2.974E-07,2.73926E-02,1.95801E-02
2.976E-07,2.10449E-02,1.46973E-02
2.978E-07,1.27441E-02,6.39648E-03
2.980E-07,8.34961E-03,1.51367E-03
2.982E-07,1.03027E-02,5.41992E-03
2.984E-07,1.27441E-02,8.83789E-03
2.986E-07,1.27441E-02,1.07910E-02
2.988E-07,1.12793E-02,6.88477E-03
2.990E-07,1.07910E-02,4.93164E-03
2.992E-07,9.81445E-03,5.41992E-03
2.994E-07,1.03027E-02,6.88477E-03
2.996E-07,1.12793E-02,7.37305E-03
2.998E-07,1.42090E-02,1.07910E-02
3.000E-07,1.42090E-02,1.12793E-02
3.002E-07,9.32617E-03,1.03027E-02
3.004E-07,4.93164E-03,7.86133E-03
3.006E-07,5.41992E-03,8.34961E-03
3.008E-07,9.32617E-03,1.07910E-02
3.010E-07,1.12793E-02,1.32324E-02
3.012E-07,1.37207E-02,1.17676E-02
3.014E-07,1.07910E-02,9.81445E-03
3.016E-07,9.32617E-03,7.86133E-03
3.018E-07,9.81445E-03,8.34961E-03
3.020E-07,9.32617E-03,8.83789E-03
3.022E-07,8.34961E-03,1.03027E-02
3.024E-07,8.34961E-03,1.07910E-02
3.026E-07,9.32617E-03,1.22559E-02
3.028E-07,1.17676E-02,1.12793E-02
3.030E-07,1.37207E-02,1.12793E-02
3.032E-07,1.51855E-02,1.07910E-02
3.034E-07,1.03027E-02,9.32617E-03
3.036E-07,7.37305E-03,8.34961E-03
3.038E-07,6.88477E-03,9.32617E-03
3.040E-07,8.83789E-03,9.32617E-03
3.042E-07,9.32617E-03,7.86133E-03
3.044E-07,8.83789E-03,5.41992E-03
3.046E-07,9.32617E-03,4.44336E-03
3.048E-07,1.12793E-02,5.90820E-03
3.050E-07,1.27441E-02,8.34961E-03
3.052E-07,1.27441E-02,1.03027E-02
3.054E-07,9.32617E-03,1.22559E-02
3.056E-07,6.88477E-03,1.12793E-02
3.058E-07,7.86133E-03,1.07910E-02
3.060E-07,9.32617E-03,1.03027E-02
3.062E-07,1.07910E-02,9.81445E-03
3.064E-07,9.32617E-03,7.37305E-03
3.066E-07,4.93164E-03,5.90820E-03
3.068E-07,6.88477E-03,5.41992E-03
3.070E-07,1.32324E-02,6.88477E-03
3.072E-07,2.54395E-02,1.27441E-02
3.074E-07,2.64160E-02,1.51855E-02
3.076E-07,1.61621E-02,1.07910E-02
3.078E-07,3.95508E-03,2.49023E-03
3.080E-07,-3.36914E-03,-4.39453E-04
3.082E-07,-2.88086E-03,2.00195E-03
3.084E-07,4.88281E-05,4.93164E-03
3.086E-07,-9.27734E-04,5.90820E-03
3.088E-07,1.02539E-03,5.41992E-03
3.090E-07,3.46680E-03,5.41992E-03
3.092E-07,9.81445E-03,8.83789E-03
3.094E-07,1.37207E-02,8.83789E-03
3.096E-07,1.56738E-02,6.88477E-03
3.098E-07,1.32324E-02,4.44336E-03
3.100E-07,1.03027E-02,2.97852E-03
3.102E-07,8.83789E-03,5.41992E-03
3.104E-07,8.83789E-03,6.88477E-03
3.106E-07,6.88477E-03,7.86133E-03
3.108E-07,6.88477E-03,6.39648E-03
3.110E-07,8.34961E-03,5.41992E-03
3.112E-07,1.12793E-02,6.88477E-03
3.114E-07,1.27441E-02,9.32617E-03
3.116E-07,1.37207E-02,1.22559E-02
3.118E-07,1.37207E-02,1.42090E-02
3.120E-07,1.51855E-02,1.17676E-02
3.122E-07,1.61621E-02,1.03027E-02
3.124E-07,1.46973E-02,1.07910E-02
3.126E-07,9.81445E-03,1.07910E-02
3.128E-07,7.37305E-03,9.81445E-03
3.130E-07,5.90820E-03,7.86133E-03
3.132E-07,5.90820E-03,8.83789E-03
3.134E-07,8.34961E-03,1.12793E-02
3.136E-07,1.17676E-02,1.12793E-02
3.138E-07,1.17676E-02,1.03027E-02
3.140E-07,1.22559E-02,7.37305E-03
3.142E-07,1.37207E-02,7.86133E-03
3.144E-07,1.46973E-02,9.32617E-03
3.146E-07,1.27441E-02,1.07910E-02
3.148E-07,7.86133E-03,9.81445E-03
3.150E-07,5.41992E-03,8.34961E-03
3.152E-07,5.90820E-03,8.83789E-03
3.154E-07,8.34961E-03,7.86133E-03
3.156E-07,9.81445E-03,6.88477E-03
3.158E-07,1.12793E-02,7.37305E-03
3.160E-07,1.37207E-02,7.86133E-03
3.162E-07,1.42090E-02,9.32617E-03
3.164E-07,1.37207E-02,7.86133E-03
3.166E-07,1.12793E-02,5.90820E-03
3.168E-07,4.93164E-03,4.93164E-03
3.170E-07,1.51367E-03,5.41992E-03
3.172E-07,5.37109E-04,4.44336E-03
3.174E-07,-3.36914E-03,-1.41602E-03
3.176E-07,-4.83398E-03,-7.27539E-03
3.178E-07,4.44336E-03,-2.39258E-03
3.180E-07,1.90918E-02,1.17676E-02
3.182E-07,2.83691E-02,2.00684E-02
3.184E-07,2.44629E-02,1.86035E-02
3.186E-07,1.37207E-02,1.03027E-02
3.188E-07,7.37305E-03,4.44336E-03
3.190E-07,8.34961E-03,4.93164E-03
3.192E-07,1.27441E-02,1.03027E-02
3.194E-07,1.37207E-02,1.17676E-02
3.196E-07,1.32324E-02,8.83789E-03
3.198E-07,1.22559E-02,6.39648E-03
3.200E-07,1.17676E-02,7.86133E-03
3.202E-07,1.17676E-02,1.07910E-02
3.204E-07,1.32324E-02,1.27441E-02
3.206E-07,1.56738E-02,1.32324E-02
3.208E-07,1.76270E-02,1.37207E-02
3.210E-07,1.27441E-02,9.81445E-03
3.212E-07,7.86133E-03,4.93164E-03
3.214E-07,5.41992E-03,2.49023E-03
3.216E-07,6.88477E-03,5.41992E-03
3.218E-07,1.12793E-02,8.34961E-03
3.220E-07,1.46973E-02,1.17676E-02
3.222E-07,1.46973E-02,9.81445E-03
3.224E-07,1.12793E-02,8.34961E-03
3.226E-07,8.34961E-03,8.83789E-03
3.228E-07,6.88477E-03,1.03027E-02
3.230E-07,7.37305E-03,1.17676E-02
3.232E-07,8.34961E-03,1.07910E-02
3.234E-07,8.83789E-03,7.86133E-03
3.236E-07,9.81445E-03,8.34961E-03
3.238E-07,1.03027E-02,8.34961E-03
3.240E-07,1.03027E-02,7.37305E-03
3.242E-07,9.81445E-03,7.86133E-03
3.244E-07,8.83789E-03,7.86133E-03
3.246E-07,8.34961E-03,7.86133E-03
3.248E-07,9.32617E-03,8.34961E-03
3.250E-07,7.37305E-03,7.37305E-03
3.252E-07,5.90820E-03,5.41992E-03
3.254E-07,2.49023E-03,2.49023E-03
3.256E-07,4.44336E-03,2.49023E-03
3.258E-07,6.88477E-03,4.44336E-03
3.260E-07,1.03027E-02,7.37305E-03
3.262E-07,1.12793E-02,8.34961E-03
3.264E-07,9.81445E-03,6.39648E-03
3.266E-07,7.37305E-03,4.93164E-03
3.268E-07,8.34961E-03,3.95508E-03
3.270E-07,7.86133E-03,5.41992E-03
3.272E-07,7.37305E-03,3.95508E-03
3.274E-07,5.41992E-03,3.95508E-03
3.276E-07,7.86133E-03,2.97852E-03
3.278E-07,1.17676E-02,7.37305E-03
3.280E-07,2.15332E-02,1.61621E-02
3.282E-07,2.73926E-02,2.29980E-02
3.284E-07,2.05566E-02,2.10449E-02
3.286E-07,8.83789E-03,7.86133E-03
3.288E-07,5.37109E-04,-1.41602E-03
3.290E-07,-1.41602E-03,-2.88086E-03
3.292E-07,2.00195E-03,5.37109E-04
3.294E-07,3.95508E-03,2.97852E-03
3.296E-07,2.49023E-03,2.97852E-03
3.298E-07,3.95508E-03,3.46680E-03
3.300E-07,7.37305E-03,6.88477E-03
3.302E-07,9.32617E-03,8.83789E-03
3.304E-07,1.27441E-02,8.83789E-03
3.306E-07,1.22559E-02,8.34961E-03
3.308E-07,1.22559E-02,8.83789E-03
3.310E-07,9.81445E-03,9.32617E-03
3.312E-07,9.81445E-03,8.83789E-03
3.314E-07,1.03027E-02,7.86133E-03
3.316E-07,1.12793E-02,5.90820E-03
3.318E-07,1.07910E-02,5.90820E-03
3.320E-07,1.22559E-02,5.41992E-03
3.322E-07,1.32324E-02,7.86133E-03
3.324E-07,1.51855E-02,9.32617E-03
3.326E-07,1.32324E-02,9.81445E-03
3.328E-07,1.32324E-02,1.07910E-02
3.330E-07,1.32324E-02,1.37207E-02
3.332E-07,1.22559E-02,1.37207E-02
3.334E-07,9.81445E-03,1.17676E-02
3.336E-07,1.03027E-02,9.32617E-03
3.338E-07,9.32617E-03,7.37305E-03
3.340E-07,9.81445E-03,6.39648E-03
3.342E-07,1.07910E-02,9.32617E-03
3.344E-07,1.07910E-02,9.81445E-03
3.346E-07,1.12793E-02,1.27441E-02
3.348E-07,1.03027E-02,1.32324E-02
3.350E-07,9.32617E-03,1.07910E-02
3.352E-07,8.34961E-03,9.32617E-03
3.354E-07,6.88477E-03,7.86133E-03
3.356E-07,7.86133E-03,4.44336E-03
3.358E-07,9.32617E-03,4.44336E-03
3.360E-07,1.03027E-02,4.44336E-03
3.362E-07,9.81445E-03,4.93164E-03
3.364E-07,7.86133E-03,3.95508E-03
3.366E-07,6.39648E-03,6.88477E-03
3.368E-07,3.46680E-03,6.88477E-03
3.370E-07,5.41992E-03,1.07910E-02
3.372E-07,8.34961E-03,1.07910E-02
3.374E-07,9.32617E-03,1.03027E-02
3.376E-07,1.17676E-02,1.03027E-02
3.378E-07,1.22559E-02,1.03027E-02
3.380E-07,1.27441E-02,7.86133E-03
3.382E-07,4.93164E-03,5.37109E-04
3.384E-07,-2.88086E-03,-7.76367E-03
3.386E-07,5.37109E-04,-6.78711E-03
3.388E-07,1.46973E-02,4.93164E-03
3.390E-07,2.73926E-02,1.71387E-02
3.392E-07,2.88574E-02,1.95801E-02
3.394E-07,1.81152E-02,1.27441E-02
3.396E-07,9.81445E-03,3.46680E-03
3.398E-07,6.88477E-03,2.00195E-03
